NAP,ZW0500Plan,ZW0500Actual,ZW0500Diff,ZW0500kummDIFF,ZW1000Plan,ZW1000Actual,ZW1000Diff,ZW1000kummDIFF,ZW1500Plan,ZW1500Actual,ZW1500Diff,ZW1500kummDIFF,ZBPlan,ZBActual,ZBDiff,ZBkummDiff,ZLPlan,ZLActual,ZLDiff,ZLkummDIFF,TotalPlan,TotalActual,TotalDiff
42736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42738,0,83.62,83.62,83.62,0,2.2,2.2,2.2,0,10.8,10.8,10.8,0,4.8,4.8,4.8,0,0,0,0,0,101.42,101.42
42739,0,4.44,4.44,88.06,0,29.7,29.7,31.9,0,31.2,31.2,42,0,0,0,4.8,0,0,0,0,0,65.34,65.34
42740,215,146.42,-68.58,19.48,52.84,15.4,-37.44,-5.54,35.8,20.4,-15.4,26.6,12,0,-12,-7.2,0,0,0,0,315.64,182.22,-133.42
42741,215,206.24,-8.76,10.72,52.84,39.6,-13.24,-18.78,35.8,16.8,-19,7.6,12,0,-12,-19.2,0,0,0,0,315.64,262.64,-53
42742,215,220.06,5.06,15.78,52.84,57.2,4.36,-14.42,35.8,28.8,-7,0.6,12,4.8,-7.2,-26.4,0,0,0,0,315.64,310.86,-4.78
42743,215,186.68,-28.32,-12.54,52.84,55,2.16,-12.26,35.8,13.2,-22.6,-22,12,12.6,0.6,-25.8,0,0,0,0,315.64,267.48,-48.16
42744,215,232.24,17.24,4.7,52.84,63.8,10.96,-1.3,35.8,36,0.2,-21.8,12,9.6,-2.4,-28.2,0,0,0,0,315.64,341.64,26
42745,215,208.24,-6.76,-2.06,52.84,62.7,9.86,8.56,35.8,28.8,-7,-28.8,12,10.2,-1.8,-30,0,0,0,0,315.64,309.94,-5.7
42746,215,201.76,-13.24,-15.3,52.84,47.3,-5.54,3.02,35.8,46.8,11,-17.8,12,16.2,4.2,-25.8,0,0,0,0,315.64,312.06,-3.58
42747,215,176.54,-38.46,-53.76,52.84,37.4,-15.44,-12.42,35.8,40.8,5,-12.8,12,0.6,-11.4,-37.2,0,0,0,0,315.64,255.34,-60.3
42748,215,183.74,-31.26,-85.02,52.84,29.7,-23.14,-35.56,35.8,40.8,5,-7.8,12,21,9,-28.2,0,0,0,0,315.64,275.24,-40.4
42749,215,220.26,5.26,-79.76,52.84,15.4,-37.44,-73,35.8,42,6.2,-1.6,12,12.6,0.6,-27.6,0,0,0,0,315.64,290.26,-25.38
42750,215,207.26,-7.74,-87.5,52.84,48.4,-4.44,-77.44,35.8,49.2,13.4,11.8,12,11.4,-0.6,-28.2,0,0,0,0,315.64,316.26,0.62
42751,215,186.4,-28.6,-116.1,52.84,50.6,-2.24,-79.68,35.8,39.6,3.8,15.6,12,11.4,-0.6,-28.8,0,0,0,0,315.64,288,-27.64
42752,215,239.54,24.54,-91.56,52.84,58.3,5.46,-74.22,35.8,52.8,17,32.6,12,3.6,-8.4,-37.2,0,0,0,0,315.64,354.24,38.6
42753,215,207.88,-7.12,-98.68,52.84,59.4,6.56,-67.66,35.8,38.4,2.6,35.2,12,0,-12,-49.2,0,0,0,0,315.64,305.68,-9.96
42754,215,216.22,1.22,-97.46,52.84,48.4,-4.44,-72.1,35.8,46.8,11,46.2,12,31.8,19.8,-29.4,0,0,0,0,315.64,343.22,27.58
42755,215,190.86,-24.14,-121.6,52.84,50.6,-2.24,-74.34,35.8,39.6,3.8,50,12,11.4,-0.6,-30,0,0,0,0,315.64,292.46,-23.18
42756,215,202.34,-12.66,-134.26,52.84,47.3,-5.54,-79.88,35.8,33.6,-2.2,47.8,12,15.6,3.6,-26.4,0,0,0,0,315.64,298.84,-16.8
42757,215,191.52,-23.48,-157.74,52.84,58.3,5.46,-74.42,35.8,40.8,5,52.8,12,1.2,-10.8,-37.2,0,0,0,0,315.64,291.82,-23.82
42758,215,212.5,-2.5,-160.24,52.84,53.9,1.06,-73.36,35.8,42,6.2,59,12,25.2,13.2,-24,0,0,0,0,315.64,333.6,17.96
42759,215,202.98,-12.02,-172.26,52.84,72.6,19.76,-53.6,35.8,26.4,-9.4,49.6,12,14.4,2.4,-21.6,0,0,0,0,315.64,316.38,0.74
42760,215,200.76,-14.24,-186.5,52.84,67.1,14.26,-39.34,35.8,67.2,31.4,81,12,9,-3,-24.6,0,0,0,0,315.64,344.06,28.42
42761,215,92.94,-122.06,-308.56,52.84,38.5,-14.34,-53.68,35.8,25.2,-10.6,70.4,12,7.2,-4.8,-29.4,0,0,0,0,315.64,163.84,-151.8
42762,215,306.841,91.841,-216.719,52.84,63.8,10.96,-42.72,35.8,67.2,31.4,101.8,12,19.2,7.2,-22.2,0,0,0,0,315.64,457.041,141.401
42763,215,234.82,19.82,-196.899,52.84,56.1,3.26,-39.46,35.8,43.2,7.4,109.2,12,12,0,-22.2,0,0,0,0,315.64,346.12,30.48
42764,215,219.86,4.86,-192.039,52.84,60.5,7.66,-31.8,35.8,32.4,-3.4,105.8,12,12.6,0.6,-21.6,0,0,0,0,315.64,325.36,9.72
42765,215,218.24,3.24,-188.799,52.84,62.7,9.86,-21.94,35.8,39.6,3.8,109.6,12,9.6,-2.4,-24,0,0,0,0,315.64,330.14,14.5
42766,215,175.56,-39.44,-228.239,52.84,48.4,-4.44,-26.38,35.8,28.8,-7,102.6,12,10.2,-1.8,-25.8,0,0,0,0,315.64,262.96,-52.68
42767,215,132.78,-82.22,-310.459,52.84,31.9,-20.94,-47.32,35.8,19.2,-16.6,86,12,10.2,-1.8,-27.6,0,0,0,0,315.64,194.08,-121.56
42768,215,332.4,117.4,-193.059,52.84,103.7,50.86,3.54,35.8,85.2,49.4,135.4,12,18,6,-21.6,0,0,0,0,315.64,539.3,223.66
42769,215,178.66,-36.34,-229.399,52.84,56.3,3.46,7,35.8,19.2,-16.6,118.8,12,14.4,2.4,-19.2,0,0,0,0,315.64,268.56,-47.08
42770,215,200.78,-14.22,-243.619,52.84,38.9,-13.94,-6.94,35.8,26.4,-9.4,109.4,12,13.8,1.8,-17.4,0,0,0,0,315.64,279.88,-35.76
42771,215,199.7,-15.3,-258.919,52.84,33.3,-19.54,-26.48,35.8,50.4,14.6,124,12,3.6,-8.4,-25.8,0,0,0,0,315.64,287,-28.64
42772,215,207.36,-7.64,-266.559,52.84,42.3,-10.54,-37.02,35.8,38.4,2.6,126.6,12,24,12,-13.8,0,0,0,0,315.64,312.06,-3.58
42773,215,209.24,-5.76,-272.319,52.84,37.8,-15.04,-52.06,35.8,36,0.2,126.8,12,12,0,-13.8,0,0,0,0,315.64,295.04,-20.6
42774,215,232.58,17.58,-254.739,52.84,65.7,12.86,-39.2,35.8,37.2,1.4,128.2,12,17.4,5.4,-8.4,0,0,0,0,315.64,352.88,37.24
42775,215,219.14,4.14,-250.599,52.84,46.8,-6.04,-45.24,35.8,50.4,14.6,142.8,12,14.4,2.4,-6,0,0,0,0,315.64,330.74,15.1
42776,215,192.58,-22.42,-273.019,52.84,47.5,-5.34,-50.58,35.8,44.4,8.6,151.4,12,10.8,-1.2,-7.2,0,0,0,0,315.64,295.28,-20.36
42777,215,181.38,-33.62,-306.639,52.84,52.1,-0.74,-51.32,35.8,31.2,-4.6,146.8,12,8.4,-3.6,-10.8,0,0,0,0,315.64,273.08,-42.56
42778,215,278.76,63.76,-242.879,52.84,65.8,12.96,-38.36,35.8,45.6,9.8,156.6,12,15,3,-7.8,0,0,0,0,315.64,405.16,89.52
42779,215,221.52,6.52,-236.359,52.84,43.1,-9.74,-48.1,35.8,48,12.2,168.8,12,13.8,1.8,-6,0,0,0,0,315.64,326.42,10.78
42780,215,215.48,0.48,-235.879,52.84,53.9,1.06,-47.04,35.8,38.4,2.6,171.4,12,13.8,1.8,-4.2,0,0,0,0,315.64,321.58,5.94
42781,215,225.98,10.98,-224.899,52.84,37.4,-15.44,-62.48,35.8,38.4,2.6,174,12,14.4,2.4,-1.8,0,0,0,0,315.64,316.18,0.54
42782,215,216.36,1.36,-223.539,52.84,33,-19.84,-82.32,35.8,36,0.2,174.2,12,21.6,9.6,7.8,0,0,0,0,315.64,306.96,-8.68
42783,215,184.02,-30.98,-254.519,52.84,57.2,4.36,-77.96,35.8,44.4,8.6,182.8,12,8.4,-3.6,4.2,0,0,0,0,315.64,294.02,-21.62
42784,215,158.98,-56.02,-310.539,52.84,49.5,-3.34,-81.3,35.8,31.2,-4.6,178.2,12,0,-12,-7.8,0,0,0,0,315.64,239.68,-75.96
42785,215,268.4,53.4,-257.139,52.84,49.5,-3.34,-84.64,35.8,66,30.2,208.4,12,0,-12,-19.8,0,0,0,0,315.64,383.9,68.26
42786,215,217.32,2.32,-254.819,52.84,49.5,-3.34,-87.98,35.8,54,18.2,226.6,12,49.2,37.2,17.4,0,0,0,0,315.64,370.02,54.38
42787,215,226.66,11.66,-243.159,52.84,39.6,-13.24,-101.22,35.8,50.4,14.6,241.2,12,9,-3,14.4,0,0,0,0,315.64,325.66,10.02
42788,215,217.06,2.06,-241.099,52.84,39.6,-13.24,-114.46,35.8,51.6,15.8,257,12,0,-12,2.4,0,0,0,0,315.64,308.26,-7.38
42789,215,200.68,-14.32,-255.419,52.84,40.7,-12.14,-126.6,35.8,44.4,8.6,265.6,12,37.2,25.2,27.6,0,0,0,0,315.64,322.98,7.34
42790,215,206.64,-8.36,-263.779,52.84,41.8,-11.04,-137.64,35.8,52.8,17,282.6,12,8.4,-3.6,24,0,0,0,0,315.64,309.64,-6
42791,215,168.9,-46.1,-309.879,52.84,44,-8.84,-146.48,35.8,34.8,-1,281.6,12,7.8,-4.2,19.8,0,0,0,0,315.64,255.5,-60.14
42792,215,257.18,42.18,-267.699,52.84,66,13.16,-133.32,35.8,58.8,23,304.6,12,5.4,-6.6,13.2,0,0,0,0,315.64,387.38,71.74
42793,215,209.5,-5.5,-273.199,52.84,45.1,-7.74,-141.06,35.8,31.2,-4.6,300,12,24.6,12.6,25.8,0,0,0,0,315.64,310.4,-5.24
42794,215,155.82,-59.18,-332.379,52.84,23.1,-29.74,-170.8,35.8,21.6,-14.2,285.8,12,8.4,-3.6,22.2,0,0,0,0,315.64,208.92,-106.72
42795,215,288.8,73.8,-258.579,52.84,81.4,28.56,-142.24,35.8,54,18.2,304,12,13.8,1.8,24,0,0,0,0,315.64,438,122.36
42796,215,191.7,-23.3,-281.879,52.84,60.5,7.66,-134.58,35.8,43.2,7.4,311.4,12,12,0,24,0,0,0,0,315.64,307.4,-8.24
42797,215,178.08,-36.92,-318.799,52.84,47.3,-5.54,-140.12,35.8,26.4,-9.4,302,12,7.8,-4.2,19.8,0,0,0,0,315.64,259.58,-56.06
42798,215,165.56,-49.44,-368.239,52.84,52.8,-0.04,-140.16,35.8,32.4,-3.4,298.6,12,21,9,28.8,0,0,0,0,315.64,271.76,-43.88
42799,215,267.92,52.92,-315.319,52.84,75.9,23.06,-117.1,35.8,49.2,13.4,312,12,23.4,11.4,40.2,0,0,0,0,315.64,416.42,100.78
42800,215,225.38,10.38,-304.939,52.84,60.5,7.66,-109.44,35.8,55.2,19.4,331.4,12,20.4,8.4,48.6,0,0,0,0,315.64,361.48,45.84
42801,215,197.18,-17.82,-322.759,52.84,47.3,-5.54,-114.98,35.8,46.8,11,342.4,12,11.4,-0.6,48,0,0,0,0,315.64,302.68,-12.96
42802,215,198.84,-16.16,-338.919,52.84,44,-8.84,-123.82,35.8,30,-5.8,336.6,12,8.4,-3.6,44.4,0,0,0,0,315.64,281.24,-34.4
42803,215,220.06,5.06,-333.859,52.84,56.1,3.26,-120.56,35.8,27.6,-8.2,328.4,12,12.6,0.6,45,0,0,0,0,315.64,316.36,0.72
42804,215,216.1,1.1,-332.759,52.84,50.6,-2.24,-122.8,35.8,-12,-47.8,280.6,12,16.2,4.2,49.2,0,0,0,0,315.64,270.9,-44.74
42805,215,152.22,-62.78,-395.539,52.84,33,-19.84,-142.64,35.8,16.8,-19,261.6,12,9,-3,46.2,0,0,0,0,315.64,211.02,-104.62
42806,215,234.1,19.1,-376.439,52.84,58.3,5.46,-137.18,35.8,27.6,-8.2,253.4,12,12,0,46.2,0,0,0,0,315.64,332,16.36
42807,215,205.72,-9.28,-385.719,52.84,59.4,6.56,-130.62,35.8,38.4,2.6,256,12,16.2,4.2,50.4,0,0,0,0,315.64,319.72,4.08
42808,215,222.74,7.74,-377.979,52.84,60.5,7.66,-122.96,35.8,30,-5.8,250.2,12,15,3,53.4,0,0,0,0,315.64,328.24,12.6
42809,215,218.2,3.2,-374.779,52.84,47.3,-5.54,-128.5,35.8,27.6,-8.2,242,12,16.8,4.8,58.2,0,0,0,0,315.64,309.9,-5.74
42810,215,247,32,-342.779,52.84,62.7,9.86,-118.64,35.8,58.8,23,265,12,11.4,-0.6,57.6,0,0,0,0,315.64,379.9,64.26
42811,215,249.4,34.4,-308.379,52.84,28.2,-24.64,-143.28,35.8,19.2,-16.6,248.4,12,12,0,57.6,0,0,0,0,315.64,308.8,-6.84
42812,215,172.82,-42.18,-350.559,52.84,36.9,-15.94,-159.22,35.8,24,-11.8,236.6,12,12,0,57.6,0,0,0,0,315.64,245.72,-69.92
42813,215,272.2,57.2,-293.359,52.84,59.4,6.56,-152.66,35.8,44.4,8.6,245.2,12,6,-6,51.6,0,0,0,0,315.64,382,66.36
42814,215,176.96,-38.04,-331.399,52.84,60.8,7.96,-144.7,35.8,34.8,-1,244.2,12,18.6,6.6,58.2,0,0,0,0,315.64,291.16,-24.48
42815,215,198.3,-16.7,-348.099,52.84,58.3,5.46,-139.24,35.8,28.8,-7,237.2,12,23.4,11.4,69.6,0,0,0,0,315.64,308.8,-6.84
42816,215,189.02,-25.98,-374.079,52.84,60.3,7.46,-131.78,35.8,38.4,2.6,239.8,12,15.6,3.6,73.2,0,0,0,0,315.64,303.32,-12.32
42817,215,173.08,-41.92,-415.999,52.84,58.3,5.46,-126.32,35.8,45.6,9.8,249.6,12,19.2,7.2,80.4,0,0,0,0,315.64,296.18,-19.46
42818,215,177.82,-37.18,-453.179,52.84,47.3,-5.54,-131.86,35.8,42,6.2,255.8,12,4.2,-7.8,72.6,0,0,0,0,315.64,271.32,-44.32
42819,215,141.5,-73.5,-526.679,52.84,36.3,-16.54,-148.4,35.8,25.2,-10.6,245.2,12,13.8,1.8,74.4,0,0,0,0,315.64,216.8,-98.84
42820,215,246.56,31.56,-495.119,52.84,60.5,7.66,-140.74,35.8,36,0.2,245.4,12,19.2,7.2,81.6,0,0,0,0,315.64,362.26,46.62
42821,215,195.56,-19.44,-514.559,52.84,60.5,7.66,-133.08,35.8,26.4,-9.4,236,12,16.2,4.2,85.8,0,0,0,0,315.64,298.66,-16.98
42822,215,203.3,-11.7,-526.259,52.84,74.8,21.96,-111.12,35.8,25.2,-10.6,225.4,12,11.4,-0.6,85.2,0,0,0,0,315.64,314.7,-0.94
42823,215,179.56,-35.44,-561.699,52.84,81.4,28.56,-82.56,35.8,34.8,-1,224.4,12,15.6,3.6,88.8,0,0,0,0,315.64,311.36,-4.28
42824,215,119.42,-95.58,-657.279,52.84,77,24.16,-58.4,35.8,27.6,-8.2,216.2,12,14.4,2.4,91.2,0,0,0,0,315.64,238.42,-77.22
42825,215,92.56,-122.44,-779.719,52.84,42.9,-9.94,-68.34,35.8,24,-11.8,204.4,12,3.6,-8.4,82.8,0,0,0,0,315.64,163.06,-152.58
42826,221.37,228.84,7.47,7.47,52.84,91.3,38.46,38.46,38,45.6,7.6,7.6,13.2,13.8,0.6,0.6,0,0,0,0,325.41,379.54,54.13
42827,221.37,132.12,-89.25,-81.78,52.84,44,-8.84,29.62,38,26.4,-11.6,-4,13.2,6.6,-6.6,-6,0,0,0,0,325.41,209.12,-116.29
42828,221.37,274.82,53.45,-28.33,52.84,88,35.16,64.78,38,43.2,5.2,1.2,13.2,17.4,4.2,-1.8,0,0,0,0,325.41,423.42,98.01
42829,221.37,213.34,-8.03,-36.36,52.84,74.8,21.96,86.74,38,38.4,0.4,1.6,13.2,9,-4.2,-6,0,0,0,0,325.41,335.54,10.13
42830,221.37,216.12,-5.25,-41.61,52.84,71.5,18.66,105.4,38,42,4,5.6,13.2,9,-4.2,-10.2,0,0,0,0,325.41,338.62,13.21
42831,221.37,230.58,9.21,-32.4,52.84,72.6,19.76,125.16,38,37.2,-0.8,4.8,0,7.8,7.8,-2.4,9.6,0,-9.6,-9.6,321.81,348.18,26.37
42832,221.37,228.86,7.49,-24.91,52.84,64.9,12.06,137.22,38,39.6,1.6,6.4,0,9,9,6.6,9.6,0,-9.6,-19.2,321.81,342.36,20.55
42833,221.37,174.44,-46.93,-71.84,52.84,45.1,-7.74,129.48,38,30,-8,-1.6,0,0,0,6.6,9.6,0,-9.6,-28.8,321.81,249.54,-72.27
42834,221.37,266.32,44.95,-26.89,52.84,53.9,1.06,130.54,38,61.2,23.2,21.6,0,0,0,6.6,9.6,4,-5.6,-34.4,321.81,385.42,63.61
42835,221.37,222.58,1.21,-25.68,52.84,41.8,-11.04,119.5,38,48,10,31.6,0,-6,-6,0.6,9.6,0,-9.6,-44,321.81,306.38,-15.43
42836,221.37,201.16,-20.21,-45.89,52.84,61.6,8.76,128.26,38,38.4,0.4,32,0,0,0,0.6,9.6,9.6,0,-44,321.81,310.76,-11.05
42837,221.37,241.82,20.45,-25.44,52.84,49.5,-3.34,124.92,38,34.8,-3.2,28.8,0,-0.6,-0.6,-1.0103E-14,9.6,10.4,0.8,-43.2,321.81,335.92,14.11
42838,221.37,246.48,25.11,-0.33,52.84,52.8,-0.04,124.88,38,51.6,13.6,42.4,0,1.8,1.8,1.8,9.6,16,6.4,-36.8,321.81,368.68,46.87
42839,221.37,236.28,14.91,14.58,52.84,51.7,-1.14,123.74,38,42,4,46.4,0,0,0,1.8,9.6,8,-1.6,-38.4,321.81,337.98,16.17
42840,221.37,177.96,-43.41,-28.83,52.84,25.3,-27.54,96.2,38,33.6,-4.4,42,0,0,0,1.8,9.6,3.2,-6.4,-44.8,321.81,240.06,-81.75
42841,221.37,272.72,51.35,22.52,52.84,57.2,4.36,100.56,38,54,16,58,0,0,0,1.8,9.6,15.2,5.6,-39.2,321.81,399.12,77.31
42842,221.37,219.26,-2.11,20.41,52.84,55,2.16,102.72,38,42,4,62,0,0,0,1.8,9.6,12.8,3.2,-36,321.81,329.06,7.25
42843,221.37,216.96,-4.41,16,52.84,44,-8.84,93.88,38,44.4,6.4,68.4,0,0,0,1.8,9.6,10.4,0.8,-35.2,321.81,315.76,-6.05
42844,221.37,198.96,-22.41,-6.41,52.84,64.9,12.06,105.94,38,33.6,-4.4,64,0,0,0,1.8,9.6,8.8,-0.8,-36,321.81,306.26,-15.55
42845,221.37,220.92,-0.45,-6.86,52.84,72.4,19.56,125.5,38,38.4,0.4,64.4,0,-1.2,-1.2,0.6,9.6,5.6,-4,-40,321.81,336.12,14.31
42846,221.37,226.84,5.47,-1.39,52.84,64.9,12.06,137.56,38,45.6,7.6,72,0,0,0,0.6,9.6,12.8,3.2,-36.8,321.81,350.14,28.33
42847,221.37,187.42,-33.95,-35.34,52.84,41.8,-11.04,126.52,38,32.4,-5.6,66.4,0,0,0,0.6,9.6,7.2,-2.4,-39.2,321.81,268.82,-52.99
42848,221.37,236.14,14.77,-20.57,52.84,80.3,27.46,153.98,38,13.2,-24.8,41.6,0,0,0,0.6,9.6,15.2,5.6,-33.6,321.81,344.84,23.03
42849,221.37,185.82,-35.55,-56.12,52.84,56.1,3.26,157.24,38,50.4,12.4,54,0,0,0,0.6,9.6,17.6,8,-25.6,321.81,309.92,-11.89
