NAP,ZW0500Plan,ZW0500Actual,ZW0500Diff,ZW0500kummDIFF,ZW1000Plan,ZW1000Actual,ZW1000Diff,ZW1000kummDIFF,ZW1500Plan,ZW1500Actual,ZW1500Diff,ZW1500kummDIFF,ZBPlan,ZBActual,ZBDiff,ZBkummDiff,ZLPlan,ZLActual,ZLDiff,ZLkummDIFF,TotalPlan,TotalActual,TotalDiff
42973,206,133.2,-72.8,-137.86,55.5,14.3,-41.2,-153.6,45,9.6,-35.4,-158.4,14.4,0,-14.4,-14.4,0,0.8,0.8,39.2,320.9,157.9,-163
42974,206,173.44,-32.56,-170.42,55.5,75.9,20.4,-133.2,45,46.8,1.8,-156.6,14.4,0,-14.4,-28.8,0,0,0,39.2,320.9,296.14,-24.76
42975,206,185.5,-20.5,-190.92,55.5,67.1,11.6,-121.6,45,70.8,25.8,-130.8,14.4,0,-14.4,-43.2,0,-2.4,-2.4,36.8,320.9,321,0.1
42976,206,194.58,-11.42,-202.34,55.5,57.2,1.7,-119.9,45,60,15,-115.8,14.4,0,-14.4,-57.6,0,0,0,36.8,320.9,311.78,-9.12
42977,206,194.66,-11.34,-213.68,55.5,45.1,-10.4,-130.3,45,55.2,10.2,-105.6,14.4,0,-14.4,-72,0,0,0,36.8,320.9,294.96,-25.94
42978,206,113.54,-92.46,-306.14,55.5,39.6,-15.9,-146.2,45,28.8,-16.2,-121.8,14.4,0,-14.4,-86.4,0,0,0,36.8,320.9,181.94,-138.96
42979,206,226.82,20.82,-285.32,55.5,60.5,5,-141.2,52,69.6,17.6,-104.2,14.4,4.8,-9.6,-96,0,0,0,36.8,327.9,361.72,33.82
42980,206,81.38,-124.62,-409.94,55.5,73.7,18.2,-123,52,36,-16,-120.2,14.4,2.4,-12,-108,0,0,0,36.8,327.9,193.48,-134.42
42981,206,197.86,-8.14,-418.08,55.5,59.4,3.9,-119.1,52,54,2,-118.2,14.4,5.4,-9,-117,0,0,0,36.8,327.9,316.66,-11.24
42982,206,199.5,-6.5,-424.58,55.5,58.3,2.8,-116.3,52,49.2,-2.8,-121,14.4,7.8,-6.6,-123.6,0,0,0,36.8,327.9,314.8,-13.1
42983,206,207.02,1.02,-423.56,55.5,66.2,10.7,-105.6,52,46.8,-5.2,-126.2,14.4,12.6,-1.8,-125.4,0,0,0,36.8,327.9,332.62,4.72
42984,206,158.82,-47.18,-470.74,55.5,38.5,-17,-122.6,52,44.4,-7.6,-133.8,14.4,6.6,-7.8,-133.2,0,0,0,36.8,327.9,248.32,-79.58
42985,206,190.92,-15.08,-485.82,55.5,33,-22.5,-145.1,52,38.4,-13.6,-147.4,14.4,9.6,-4.8,-138,0,0,0,36.8,327.9,271.92,-55.98
42986,206,160.47,-45.53,-531.35,55.5,72.6,17.1,-128,52,50.4,-1.6,-149,14.4,9,-5.4,-143.4,0,0,0,36.8,327.9,292.47,-35.43
42987,206,155.684,-50.316,-581.666,55.5,50.6,-4.9,-132.9,52,48,-4,-153,14.4,1.8,-12.6,-156,0,0,0,36.8,327.9,256.084,-71.816
42988,206,254.864,48.864,-532.802,55.5,64.9,9.4,-123.5,52,67.2,15.2,-137.8,14.4,0,-14.4,-170.4,0,0,0,36.8,327.9,386.964,59.064
42989,206,190.28,-15.72,-548.522,55.5,55,-0.5,-124,52,50.4,-1.6,-139.4,14.4,30,15.6,-154.8,0,0,0,36.8,327.9,325.68,-2.22
42990,206,188.16,-17.84,-566.362,55.5,55,-0.5,-124.5,52,57.6,5.6,-133.8,14.4,0,-14.4,-169.2,0,0,0,36.8,327.9,300.76,-27.14
42991,206,212.662,6.662,-559.7,55.5,64.9,9.4,-115.1,52,60,8,-125.8,14.4,4.8,-9.6,-178.8,0,0,0,36.8,327.9,342.362,14.462
42992,206,207.98,1.98,-557.72,55.5,49.5,-6,-121.1,52,63.6,11.6,-114.2,14.4,10.2,-4.2,-183,0,0,0,36.8,327.9,331.28,3.38
42993,206,208.74,2.74,-554.98,55.5,56.1,0.6,-120.5,52,54,2,-112.2,14.4,7.8,-6.6,-189.6,0,0,0,36.8,327.9,326.64,-1.26
42994,206,188.7,-17.3,-572.28,55.5,70.4,14.9,-105.6,52,55.2,3.2,-109,14.4,13.8,-0.6,-190.2,0,0,0,36.8,327.9,328.1,0.2
42995,206,198.36,-7.64,-579.92,55.5,69.3,13.8,-91.8,52,51.6,-0.4,-109.4,14.4,12.6,-1.8,-192,0,0,0,36.8,327.9,331.86,3.96
42996,206,212.4,6.4,-573.52,55.5,41.8,-13.7,-105.5,52,57.6,5.6,-103.8,14.4,18.6,4.2,-187.8,0,0,0,36.8,327.9,330.4,2.5
42997,206,227.76,21.76,-551.76,55.5,69.3,13.8,-91.7,52,64.8,12.8,-91,14.4,12,-2.4,-190.2,0,0,0,36.8,327.9,373.86,45.96
42998,206,214.02,8.02,-543.74,55.5,74.8,19.3,-72.4,52,52.8,0.8,-90.2,14.4,8.4,-6,-196.2,0,0,0,36.8,327.9,350.02,22.12
42999,206,214.22,8.22,-535.52,55.5,62.7,7.2,-65.2,52,48,-4,-94.2,14.4,10.8,-3.6,-199.8,0,0,0,36.8,327.9,335.72,7.82
43000,206,210.1,4.1,-531.42,55.5,38.5,-17,-82.2,52,60,8,-86.2,14.4,37.2,22.8,-177,0,0,0,36.8,327.9,345.8,17.9
43001,206,154.2,-51.8,-583.22,55.5,24.2,-31.3,-113.5,52,45.6,-6.4,-92.6,14.4,9,-5.4,-182.4,0,0,0,36.8,327.9,233,-94.9
43002,206,205.32,-0.68,-583.9,55.5,47.3,-8.2,-121.7,52,75.6,23.6,-69,14.4,17.4,3,-179.4,0,0,0,36.8,327.9,345.62,17.72
43003,206,208.22,2.22,-581.68,55.5,74.8,19.3,-102.4,52,50.4,-1.6,-70.6,14.4,6.6,-7.8,-187.2,0,0,0,36.8,327.9,340.02,12.12
43004,206,155.14,-50.86,-632.54,55.5,70.4,14.9,-87.5,52,36,-16,-86.6,14.4,7.2,-7.2,-194.4,0,0,0,36.8,327.9,268.74,-59.16
43005,206,201.76,-4.24,-636.78,55.5,75.9,20.4,-67.1,52,78,26,-60.6,14.4,11.4,-3,-197.4,0,0,0,36.8,327.9,367.06,39.16
43006,206,207.44,1.44,-635.34,55.5,58.3,2.8,-64.3,52,60,8,-52.6,14.4,12,-2.4,-199.8,0,0,0,36.8,327.9,337.74,9.84
43007,206,203.42,-2.58,-637.92,55.5,61.6,6.1,-58.2,52,55.2,3.2,-49.4,14.4,12.6,-1.8,-201.6,0,0,0,36.8,327.9,332.82,4.92
43008,206,133.92,-72.08,-710,55.5,42.9,-12.6,-70.8,52,36,-16,-65.4,14.4,10.2,-4.2,-205.8,0,0,0,36.8,327.9,223.02,-104.88
43009,206,234.38,28.38,28.38,56.44,67.1,10.66,10.66,52,66,14,14,14.4,12,-2.4,-2.4,0,0,0,0,328.84,379.48,50.64
43010,206,211.66,5.66,34.04,56.44,45.1,-11.34,-0.68,52,61.2,9.2,23.2,14.4,7.2,-7.2,-9.6,0,0,0,0,328.84,325.16,-3.68
43011,206,204.66,-1.34,32.7,56.44,48.4,-8.04,-8.72,52,36,-16,7.2,14.4,18.6,4.2,-5.4,0,0,0,0,328.84,307.66,-21.18
43012,206,180.6,-25.4,7.3,56.44,63.8,7.36,-1.36,52,51.6,-0.4,6.8,14.4,13.2,-1.2,-6.6,0,0,0,0,328.84,309.2,-19.64
43013,206,205.64,-0.36,6.94,56.44,58.7,2.26,0.9,52,51.6,-0.4,6.4,14.4,13.2,-1.2,-7.8,0,0,0,0,328.84,329.14,0.3
43014,206,211.62,5.62,12.56,56.44,58.5,2.06,2.96,52,40.8,-11.2,-4.8,14.4,12.6,-1.8,-9.6,0,0,0,0,328.84,323.52,-5.32
43015,206,190.34,-15.66,-3.1,56.44,53.1,-3.34,-0.38,52,38.4,-13.6,-18.4,14.4,1.8,-12.6,-22.2,0,0,0,0,328.84,283.64,-45.2
43016,206,193.92,-12.08,-15.18,56.44,18,-38.44,-38.82,52,50.4,-1.6,-20,14.4,0,-14.4,-36.6,0,0,0,0,328.84,262.32,-66.52
43017,206,196.26,-9.74,-24.92,56.44,47.7,-8.74,-47.56,52,32.4,-19.6,-39.6,14.4,34.2,19.8,-16.8,0,0,0,0,328.84,310.56,-18.28
43018,206,219.8,13.8,-11.12,56.44,62.1,5.66,-41.9,52,12,-40,-79.6,14.4,13.2,-1.2,-18,0,0,0,0,328.84,307.1,-21.74
43019,206,191.14,-14.86,-25.98,56.44,53.1,-3.34,-45.24,52,42,-10,-89.6,14.4,15,0.6,-17.4,0,0,0,0,328.84,301.24,-27.6
43020,206,211.84,5.84,-20.14,56.44,52.2,-4.24,-49.48,52,55.2,3.2,-86.4,14.4,17.4,3,-14.4,0,0,0,0,328.84,336.64,7.8
43021,206,179.1,-26.9,-47.04,56.44,38.5,-17.94,-67.42,52,38.4,-13.6,-100,14.4,7.2,-7.2,-21.6,0,0,0,0,328.84,263.2,-65.64
43022,206,185.98,-20.02,-67.06,56.44,54,-2.44,-69.86,52,49.2,-2.8,-102.8,14.4,10.8,-3.6,-25.2,0,0,0,0,328.84,299.98,-28.86
43023,206,256.28,50.28,-16.78,56.44,82.8,26.36,-43.5,52,64.8,12.8,-90,14.4,0,-14.4,-39.6,0,0,0,0,328.84,403.88,75.04
43024,206,204.64,-1.36,-18.14,56.44,59.4,2.96,-40.54,52,44.4,-7.6,-97.6,14.4,36,21.6,-18,0,0,0,0,328.84,344.44,15.6
43025,206,227.72,21.72,3.58,56.44,45,-11.44,-51.98,52,67.2,15.2,-82.4,14.4,9,-5.4,-23.4,0,0,0,0,328.84,348.92,20.08
43026,206,175.96,-30.04,-26.46,56.44,54.9,-1.54,-53.52,52,54,2,-80.4,14.4,8.4,-6,-29.4,0,0,0,0,328.84,293.26,-35.58
43027,206,207.68,1.68,-24.78,56.44,62.1,5.66,-47.86,52,63.6,11.6,-68.8,14.4,12,-2.4,-31.8,0,0,0,0,328.84,345.38,16.54
43028,206,227.38,21.38,-3.4,56.44,54.9,-1.54,-49.4,52,73.2,21.2,-47.6,14.4,13.2,-1.2,-33,0,0,0,0,328.84,368.68,39.84
43029,206,164.06,-41.94,-45.34,56.44,43.2,-13.24,-62.64,52,56.4,4.4,-43.2,14.4,8.4,-6,-39,0,0,0,0,328.84,272.06,-56.78
43030,206,249.96,43.96,-1.38,56.44,68.4,11.96,-50.68,52,81.6,29.6,-13.6,14.4,15.6,1.2,-37.8,0,0,0,0,328.84,415.56,86.72
43031,206,204.56,-1.44,-2.82,56.44,64.1,7.66,-43.02,52,66,14,0.4,14.4,7.2,-7.2,-45,0,0,0,0,328.84,341.86,13.02
43032,206,196.4,-9.6,-12.42,56.44,49.1,-7.34,-50.36,52,56.4,4.4,4.8,14.4,10.8,-3.6,-48.6,0,0,0,0,328.84,312.7,-16.14
43033,206,201.92,-4.08,-16.5,56.44,55.9,-0.54,-50.9,52,76.8,24.8,29.6,14.4,10.2,-4.2,-52.8,0,0,0,0,328.84,344.82,15.98
43034,206,205.46,-0.54,-17.04,56.44,61.6,5.16,-45.74,52,40.8,-11.2,18.4,14.4,9.6,-4.8,-57.6,0,0,0,0,328.84,317.46,-11.38
43035,206,209.94,3.94,-13.1,56.44,29.9,-26.54,-72.28,52,27.6,-24.4,-6,14.4,13.8,-0.6,-58.2,0,0,0,0,328.84,281.24,-47.6
43036,206,149.06,-56.94,-70.04,56.44,23.1,-33.34,-105.62,52,38.4,-13.6,-19.6,14.4,9.6,-4.8,-63,0,0,0,0,328.84,220.16,-108.68
43037,206,199.42,-6.58,-76.62,56.44,62.7,6.26,-99.36,52,48,-4,-23.6,14.4,11.4,-3,-66,0,0,0,0,328.84,321.52,-7.32
43038,206,184.2,-21.8,-98.42,56.44,31.9,-24.54,-123.9,52,50.4,-1.6,-25.2,14.4,11.4,-3,-69,0,0,0,0,328.84,277.9,-50.94
43039,206,163.82,-42.18,-140.6,56.44,29.7,-26.74,-150.64,52,30,-22,-47.2,14.4,13.8,-0.6,-69.6,0,0,0,0,328.84,237.32,-91.52
43040,206,222.08,16.08,-124.52,56.44,59.4,2.96,-147.68,52,66,14,-33.2,14.4,7.8,-6.6,-76.2,0,0,0,0,328.84,355.28,26.44
43041,206,212.92,6.92,-117.6,56.44,57.2,0.76,-146.92,52,16.8,-35.2,-68.4,14.4,22.2,7.8,-68.4,0,0,0,0,328.84,309.12,-19.72
43042,206,197.98,-8.02,-125.62,56.44,55.5,-0.94,-147.86,52,61.2,9.2,-59.2,14.4,7.2,-7.2,-75.6,0,0,0,0,328.84,321.88,-6.96
43043,206,210.78,4.78,-120.84,56.44,59.4,2.96,-144.9,52,60,8,-51.2,14.4,0,-14.4,-90,0,0,0,0,328.84,330.18,1.34
43044,206,210.08,4.08,-116.76,56.44,63.8,7.36,-137.54,52,62.4,10.4,-40.8,14.4,34.8,20.4,-69.6,0,0,0,0,328.84,371.08,42.24
43045,206,165.42,-40.58,-157.34,56.44,53.9,-2.54,-140.08,52,38.4,-13.6,-54.4,14.4,15,0.6,-69,0,0,0,0,328.84,272.72,-56.12
43046,206,207.42,1.42,-155.92,56.44,41.8,-14.64,-154.72,52,26.4,-25.6,-80,14.4,16.2,1.8,-67.2,0,0,0,0,328.84,291.82,-37.02
43047,206,229.58,23.58,-132.34,56.44,41.8,-14.64,-169.36,52,93.6,41.6,-38.4,14.4,12,-2.4,-69.6,0,0,0,0,328.84,376.98,48.14
43048,206,219.26,13.26,-119.08,56.44,71.5,15.06,-154.3,52,60,8,-30.4,14.4,18.6,4.2,-65.4,0,0,0,0,328.84,369.36,40.52
43049,206,217.04,11.04,-108.04,56.44,55,-1.44,-155.74,52,55.2,3.2,-27.2,14.4,12.6,-1.8,-67.2,0,0,0,0,328.84,339.84,11
43050,206,184.82,-21.18,-129.22,56.44,44,-12.44,-168.18,52,48,-4,-31.2,14.4,6.6,-7.8,-75,0,0,0,0,328.84,283.42,-45.42
43051,206,207.34,1.34,-127.88,56.44,60.5,4.06,-164.12,52,6,-46,-77.2,14.4,0,-14.4,-89.4,0,0,0,0,328.84,273.84,-55
43052,206,202.44,-3.56,-131.44,56.44,63.8,7.36,-156.76,52,117.6,65.6,-11.6,14.4,31.2,16.8,-72.6,0,0,0,0,328.84,415.04,86.2
43053,217.4,235.8,18.4,-113.04,56.44,24.2,-32.24,-189,52,63.6,11.6,1.94689E-12,0,4.8,4.8,-67.8,0,0,0,0,325.84,328.4,2.56
43054,217.4,212.18,-5.22,-118.26,56.44,37.4,-19.04,-208.04,52,36,-16,-16,0,3.6,3.6,-64.2,0,0,0,0,325.84,289.18,-36.66
43055,217.4,222.52,5.12,-113.14,56.44,45.1,-11.34,-219.38,52,44.4,-7.6,-23.6,0,6,6,-58.2,0,0,0,0,325.84,318.02,-7.82
43056,217.4,210.96,-6.44,-119.58,56.44,63.8,7.36,-212.02,52,50.4,-1.6,-25.2,0,4.8,4.8,-53.4,0,0,0,0,325.84,329.96,4.12
43057,217.4,232.42,15.02,-104.56,56.44,58.3,1.86,-210.16,52,52.8,0.8,-24.4,0,3.6,3.6,-49.8,0,0,0,0,325.84,347.12,21.28
43058,217.4,227.14,9.74,-94.82,56.44,53.9,-2.54,-212.7,60,55.2,-4.8,-29.2,0,2.4,2.4,-47.4,0,0,0,0,333.84,338.64,4.8
43059,217.4,218.26,0.86,-93.96,56.44,56.1,-0.34,-213.04,60,50.4,-9.6,-38.8,0,3.6,3.6,-43.8,0,0,0,0,333.84,328.36,-5.48
43060,217.4,210.76,-6.64,-100.6,56.44,56.1,-0.34,-213.38,60,44.4,-15.6,-54.4,0,0.6,0.6,-43.2,0,0,0,0,333.84,311.86,-21.98
43061,217.4,230.74,13.34,-87.26,56.44,74.8,18.36,-195.02,60,63.6,3.6,-50.8,0,2.4,2.4,-40.8,0,0,0,0,333.84,371.54,37.7
43062,217.4,205.7,-11.7,-98.96,56.44,81.4,24.96,-170.06,60,61.2,1.2,-49.6,0,0,0,-40.8,0,0,0,0,333.84,348.3,14.46
43063,217.4,223.16,5.76,-93.2,56.44,73.7,17.26,-152.8,60,50.4,-9.6,-59.2,0,0,0,-40.8,0,0,0,0,333.84,347.26,13.42
43064,217.4,224.4,7,-86.2,56.44,82.5,26.06,-126.74,60,45.6,-14.4,-73.6,0,0,0,-40.8,0,0,0,0,333.84,352.5,18.66
43065,217.4,213.14,-4.26,-90.46,56.44,68.2,11.76,-114.98,60,66,6,-67.6,0,0,0,-40.8,0,0,0,0,333.84,347.34,13.5
43066,217.4,237.98,20.58,-69.88,56.44,79.2,22.76,-92.22,60,68.4,8.4,-59.2,0,-3.6,-3.6,-44.4,0,0,0,0,333.84,381.98,48.14
43067,217.4,233.92,16.52,-53.36,56.44,60.5,4.06,-88.16,60,57.6,-2.4,-61.6,0,0,0,-44.4,0,0,0,0,333.84,352.02,18.18
43068,217.4,205.02,-12.38,-65.74,56.44,36.3,-20.14,-108.3,60,56.4,-3.6,-65.2,0,0,0,-44.4,0,0,0,0,333.84,297.72,-36.12
43069,217.4,150.22,-67.18,-132.92,56.44,59.4,2.96,-105.34,60,43.2,-16.8,-82,0,0,0,-44.4,0,0,0,0,333.84,252.82,-81.02
43070,217.4,305.88,88.48,-44.44,56.44,117.7,61.26,-44.08,60,85.2,25.2,-56.8,0,0,0,-44.4,0,0,0,0,333.84,508.78,174.94
43071,217.4,239.58,22.18,-22.26,56.44,67.1,10.66,-33.42,60,66,6,-50.8,0,0,0,-44.4,0,0,0,0,333.84,372.68,38.84
43072,217.4,213.9,-3.5,-25.76,56.44,55,-1.44,-34.86,60,55.2,-4.8,-55.6,0,0,0,-44.4,0,0,0,0,333.84,324.1,-9.74
43073,217.4,200.92,-16.48,-42.24,56.44,40.7,-15.74,-50.6,60,52.8,-7.2,-62.8,0,0,0,-44.4,0,0,0,0,333.84,294.42,-39.42
43074,217.4,230.36,12.96,-29.28,56.44,70.4,13.96,-36.64,60,44.4,-15.6,-78.4,0,0,0,-44.4,0,0,0,0,333.84,345.16,11.32
43075,217.4,219.9,2.5,-26.78,56.44,64.9,8.46,-28.18,60,62.4,2.4,-76,0,0,0,-44.4,0,0,0,0,333.84,347.2,13.36
43076,217.4,225.86,8.46,-18.32,56.44,64.9,8.46,-19.72,60,48,-12,-88,0,0,0,-44.4,0,0,0,0,333.84,338.76,4.92
43077,217.4,190.36,-27.04,-45.36,56.44,62.7,6.26,-13.46,60,55.2,-4.8,-92.8,0,0,0,-44.4,0,0,0,0,333.84,308.26,-25.58
43078,217.4,219.42,2.02,-43.34,56.44,72.6,16.16,2.7,60,54,-6,-98.8,0,0,0,-44.4,0,0,0,0,333.84,346.02,12.18
43079,217.4,237.68,20.28,-23.06,56.44,75.9,19.46,22.16,60,61.2,1.2,-97.6,0,0,0,-44.4,0,0,0,0,333.84,374.78,40.94
43080,217.4,0,,,56.44,0,,,60,0,,,0,0,,,0,0,0,0,333.84,0,0
43081,217.4,0,,,56.44,0,,,60,0,,,0,0,,,0,0,0,0,333.84,0,0
43082,217.4,0,,,56.44,0,,,60,0,,,0,0,,,0,0,0,0,333.84,0,0
43083,217.4,0,,,56.44,0,,,60,0,,,0,0,,,0,0,0,0,333.84,0,0
43084,217.4,0,,,56.44,0,,,60,0,,,0,0,,,0,0,0,0,333.84,0,0
43085,217.4,0,,,56.44,0,,,60,0,,,0,0,,,0,0,0,0,333.84,0,0
43086,217.4,0,,,56.44,0,,,60,0,,,0,0,,,0,0,0,0,333.84,0,0
43087,217.4,0,,,56.44,0,,,60,0,,,0,0,,,0,0,0,0,333.84,0,0
43088,217.4,0,,,56.44,0,,,60,0,,,0,0,,,0,0,0,0,333.84,0,0
43089,217.4,0,,,56.44,0,,,60,0,,,0,0,,,0,0,0,0,333.84,0,0
43090,217.4,0,,,56.44,0,,,60,0,,,0,0,,,0,0,0,0,333.84,0,0
43091,217.4,0,,,56.44,0,,,60,0,,,0,0,,,0,0,0,0,333.84,0,0
43092,0,0,,,0,0,,,0,0,,,0,0,,,,0,,,0,0,0
43093,0,0,,,0,0,,,0,0,,,0,0,,,,0,,,0,0,0
43094,0,0,,,0,0,,,0,0,,,0,0,,,,0,,,0,0,0
43095,0,0,,,0,0,,,0,0,,,0,0,,,,0,,,0,0,0
43096,0,0,,,0,0,,,0,0,,,0,0,,,,0,,,0,0,0
43097,0,0,,,0,0,,,0,0,,,0,0,,,,0,,,0,0,0
43098,0,0,,,0,0,,,0,0,,,0,0,,,,0,,,0,0,0
43099,0,0,,,0,0,,,0,0,,,0,0,,,,0,,,0,0,0
43100,0,0,,,0,0,,,0,0,,,0,0,,,,0,,,0,0,0
43101,0,0,,,0,0,,,0,0,,,0,0,,,,0,,,0,0,0
